"任务编号","题目ID","题目数据","题目状态","标注人","标注时间","是否有效","无效原因","标注答案"
"608043314544254976	","608041006995001344	","{""id"": ""1652"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477440_00011-0001.jpg?q-sign-algorithm=sha1&q-ak=AKIDSUpueT9Wni6uO_GfkpA_eXn3YLQdjVmgmn0IEI_Uk63o24VxgURsDujRyXzo7fp6&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=fa9cd3bdfb55bb83b69ecc0c4a6f2845708b90e5&x-cos-security-token=jmCCFCZ07AWjN0xvNlUPyP0mQYfzOAHa5f935fd12d6ddb62a12f0525dfdc985b0z2hQp1bEqLwIwCjaPDubG6wOEevwmB23lvB_7O9BhSgFZ9KunqLxAregcQpx4O-Mcp3qpZ0y7da4Ua56vRW9DI-6-YMtBxZRfXUeLpshvG42CI2HL8IfOfIXAz1d5BcvDo2RutBHWee5wZtnOU6h1nJIF-BUhSyh15KmaEMLte4-l3SIB9Kq82cfnQoSbE8G0Lfce0TCUaayW4zM0cbnpTwBfGSWeN6RU2ZzQDtyvT9Qu8R8GHT5VAh8PGBWanqckKXnJxYz91HUwK4wexhPpfhJ5jOO6RenA6O6trB5ejzcnJYa7x_9UKk7moPQlr-lrB4KIs05nScfArfxPjvfg"", ""Path"": ""top14-p5/malu/frames/00011-0001.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","杜国云","2021-07-02 12:33:11.0","否","无目标","{}"
"608043642845011968	","608041006995001345	","{""id"": ""1653"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477441_00011-0002.jpg?q-sign-algorithm=sha1&q-ak=AKIDLZbN9wgB87NbSn5gC54_FdCDUcj5zGvqYReHs_7dV6DOinJxtdMLbAl70Ujb5XI1&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=3ca1f708a27c99f761db111337f697bfacbd7386&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a38861d3eb5cdbaade748295f46ee9ebfqx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVRa2xoaHVxGjWPcfHYjMF2Jo_NYPMiGzAJXMnvpd8BIBA"", ""Path"": ""top14-p5/malu/frames/00011-0002.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:50:22.0","否","无目标","{}"
"608043642845011968	","608041006995001346	","{""id"": ""1654"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477442_00011-0003.jpg?q-sign-algorithm=sha1&q-ak=AKIDF77F2C5T67xYpPmu9T_eJrTsPyfX_h7TjC75ptnOZLIVjr6jW8YHa4luhZnUxb3L&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=c22c533ff0856e9133584a087d8732be02d95ec9&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a3383e988e9edd3a1ac106c33502ecd6eqx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVRgfqeGtRtk0Vy2gVpkcJnfQslc7L3kbYZLc5zqelRowg"", ""Path"": ""top14-p5/malu/frames/00011-0003.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:50:16.0","否","无目标","{}"
"608043642845011968	","608041006995001347	","{""id"": ""1655"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477443_00011-0004.jpg?q-sign-algorithm=sha1&q-ak=AKIDrLYt3UBcBbobtzwyxHkUZKNfVDg-mskcshDrZcgp0I2zNV565qwHrDR5OJ-7EFLj&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=4abba7aff10003813e2c1f39d60b53fb65dce796&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a25f8fedd29644c958c79bf1347f20dabqx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVQ8X_dFBUN5TPJNLbPAkixp7PnPznent5VYnDkb8-FNNQ"", ""Path"": ""top14-p5/malu/frames/00011-0004.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:50:09.0","否","无目标","{}"
"608043642845011968	","608041006995001348	","{""id"": ""1656"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477444_00011-0005.jpg?q-sign-algorithm=sha1&q-ak=AKIDcl4w1X0YWeJii8Rk23Ct4JjbsPAJCXtxf1AND2XkwKtz0wNUX6tN2DAeBbMMuu2n&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=34910b627477cc1aef3600578e65b152908540b2&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a1212f7a35861b56a7e52da60fe4a80f1qx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVTbk38NRWKq81f9uXkQ_VzOJ_NTL-AxfKBi3-LMBvgw9Q"", ""Path"": ""top14-p5/malu/frames/00011-0005.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:49:58.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":828.12,""y"":609.79},{""x"":1146.44,""y"":609.79},{""x"":1146.44,""y"":1080.85},{""x"":828.12,""y"":1080.85}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-eHGfzV60"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608043642845011968	","608041006995001349	","{""id"": ""1657"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477445_00011-0006.jpg?q-sign-algorithm=sha1&q-ak=AKIDrDT6WGEsgNcFmPNhp_ksgxiddvRumXx4ybbK6Hhn89XV2XE0fw4uBS4A9qfgszcD&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=d0c956cdf4a79b5d43b1f752f4adc5f0ab36e9d1&x-cos-security-token=f8R33Ych2nIgnJWU0fO2jYYseUjEYY2a3bd9ebe8d88368f666813ef4b50de059VaC13eq7yKcvisbvjeGoDDKUFOM21T5nQ9Bf1p88jcyTK1vRI60o6izKIMhiMN0qolLeALhO5NOa4g8__TysZbHxQpoLkT6i46HMRnyBr2gMfrGb5ZHQq4VQyrqzCupe1gzp4snZuO9uzuSSmf3QTQDewnCStgN5tfbJQRx3vZoK6M4w0u2eiVkEeoDKrqWwGh081my6UO-XM8km5DELrabAkQMOl0Lglo8MyGfZlUIsOum_cffdQHpC6c_qeasYgwlFy3mtMicofayNtK7CZKrTVouY9pOrZVTGbvaavLDC0Hj0sLPpOIhzvmOuHtZIRGS3XIiQrRi9IgIp6TSsJw"", ""Path"": ""top14-p5/malu/frames/00011-0006.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 20:35:03.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":62.39,""y"":-0.08},{""x"":341.86,""y"":-0.08},{""x"":341.86,""y"":340.16},{""x"":62.39,""y"":340.16}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-BRPkre5N"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608043642845011968	","608041006995001350	","{""id"": ""1658"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477446_00011-0007.jpg?q-sign-algorithm=sha1&q-ak=AKID_U860hf5eeU8vNTMiPITRgESSmPkup0C2rfNbrBqC6h479M5oJwUbvqJ7DeS4GO-&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=6d4afb1be2e191df192926c23620ee693210ba27&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a1f4d9e137d154671e5ce1fb191d426d9qx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVSJCWaVGBi5hyUJU3aZ8_KLeJD-miT9hRUSYhGwghsAlg"", ""Path"": ""top14-p5/malu/frames/00011-0007.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:42:20.0","否","无目标","{}"
"608043642845011968	","608041006995001351	","{""id"": ""1659"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477447_00011-0008.jpg?q-sign-algorithm=sha1&q-ak=AKIDjPAsKkDpiDViDMENlr1JkBm-E4KTQE6hGjLtpn8BxGxaIijjMzL16_VfgVNWHAhP&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=4fe9d24b6ddba064874ffb2e0424c1ef37f5ebe8&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7af0d4714962d0cc3195390c6804d8a417qx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVR2tLHT01B9eNJ263x97ObLjLOW-Ceie7GwW1AS29Atog"", ""Path"": ""top14-p5/malu/frames/00011-0008.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:42:15.0","否","无目标","{}"
"608043642845011968	","608041006995001352	","{""id"": ""1660"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477448_00011-0009.jpg?q-sign-algorithm=sha1&q-ak=AKID_U860hf5eeU8vNTMiPITRgESSmPkup0C2rfNbrBqC6h479M5oJwUbvqJ7DeS4GO-&q-sign-time=1625113234;1625372434&q-key-time=1625113234;1625372434&q-header-list=&q-url-param-list=&q-signature=9574e0c303c3b78976c0c652e48d0bec1bc61308&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a1f4d9e137d154671e5ce1fb191d426d9qx3Lnew6f7h5Vle8xLbUxdD7aXE0Ud6IolsolR-UGHrytqLpV9ciCeOHzxTs7ilWLlXFiX526oW-yYAqocNN2cgmK4bLVfqFON1SkdpHofMGAdOOfxM0LHq4S721FKoURnp4woi1dFd_VxXfrzeqz3JlAOhtn6BvMHYC5ENWnYD2ok_m3JWlCeCyRWD_v-Nu_K-GrOkc_Ue3ezcvTkMRIjeP7Jx-sLImFVp-35Jjt7Yng4OyKhYyIuoetZahc4Zia_YbL0MJu7tc6qylTKSWehxLzXllbR8I8ZrxeERDTVSJCWaVGBi5hyUJU3aZ8_KLeJD-miT9hRUSYhGwghsAlg"", ""Path"": ""top14-p5/malu/frames/00011-0009.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00011.AVI""}","通过质检","蒋德富","2021-07-02 17:42:11.0","否","无目标","{}"
"608043642845011968	","608041006995001353	","{""id"": ""1661"", ""tag"": ""马鹿"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947460412477449_00012-0001.jpg?q-sign-algorithm=sha1&q-ak=AKIDWs2bIpVjTR_qAOK2nMA7oi__4bXbuy9K_C1ts4UD0KWHkMMvB5vMEcbhXRO6MCSF&q-sign-time=1625113235;1625372435&q-key-time=1625113235;1625372435&q-header-list=&q-url-param-list=&q-signature=9791ce6ba4b699cf4055f117fb175cbbcb9f4f9f&x-cos-security-token=f8R33Ych2nIgnJWU0fO2jYYseUjEYY2a9b41c555eeb4e7a305b03049080b07f0VaC13eq7yKcvisbvjeGoDDKUFOM21T5nQ9Bf1p88jcyTK1vRI60o6izKIMhiMN0qolLeALhO5NOa4g8__TysZbHxQpoLkT6i46HMRnyBr2gMfrGb5ZHQq4VQyrqzCupe1gzp4snZuO9uzuSSmf3QTQDewnCStgN5tfbJQRx3vZoK6M4w0u2eiVkEeoDKrqWwGh081my6UO-XM8km5DELrabAkQMOl0Lglo8MyGfZlUIsOum_cffdQHpC6c_qeasYgwlFy3mtMicofayNtK7CZKrTVouY9pOrZVTGbvaavLD8nE8NiBM_fD9Y04CYDNIE0cPPvuNYxdXlrTapy7g9rw"", ""Path"": ""top14-p5/malu/frames/00012-0001.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/malu/videos/00012.AVI""}","通过质检","蒋德富","2021-07-02 17:42:05.0","否","无目标","{}"
