"任务编号","题目ID","题目数据","题目状态","标注人","标注时间","是否有效","无效原因","标注答案"
"608021927272669184	","608017268610879488	","{""id"": ""897"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888128_00002-0001.jpg?q-sign-algorithm=sha1&q-ak=AKIDf4LIZJoA2sipCQtKmbycckodMehHezg4IaPKQUfX5UeM7VDb-FY5T0H4GOtmyJqh&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=d7cc329be5fb913468593a159bd4c0df61a6bfa8&x-cos-security-token=jmCCFCZ07AWjN0xvNlUPyP0mQYfzOAHa89b34c61c20e42a985b7010a9afc9ecb0z2hQp1bEqLwIwCjaPDubOT7OAVGosOhUnwQxLe_GKbRWuHgV5Ei_4o3QCzR_N0c26VQ3ma9JrgraXgjx8dw1F30m8jRb2MRst1DQysSocJgTydmcw1RnTVsf-ZCntuZ-FlnMK9uCoxVI0dTc7gmxKpGNK8AaFieQ097d2VY_XSX8r3Ej9EuzDwDqVprWFObISBxQ0jZLyrBwsOURncJ3Ts9yeiBZG4EC5EWm98HxVRtyGpVS_4WyzWMQYwkbVMG-VD6UBC7-2vU4n03PWX8m-Wg3-sQiZVDQOED-rfshFsUw4ybczr8LQOp8acMSHFqw75RPGTlbvT8Lk0tHSUGdw"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0001.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:07:27.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1200.86,""y"":395.51},{""x"":1265.71,""y"":395.51},{""x"":1265.71,""y"":508.56},{""x"":1200.86,""y"":508.56}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-V8nzN8US"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879489	","{""id"": ""898"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888129_00002-0002.jpg?q-sign-algorithm=sha1&q-ak=AKIDYt2_gDBI6aAeTUzOyjf5Xolcx9DbU3CANyU_o8jUJtfwI_J8flcpBZz6VqlxKVQd&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=74dd9d2cf76e05e40e5bfe93238bd0e592169afb&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7abe56553c5207161d3e2070b89c1f6581qx3Lnew6f7h5Vle8xLbUxY3BqVNFiBVe_V0oGZ76RRtSbVVnsoLRSK37KX9pQk9V07SwUOwPTSJrAYbcYHrNF2_ryv4z_-hwePwAQSDEja2RvI5J5W30paNIuiO3tm-cz7mdmfL5UX595yvvIy8xqNoAVvuZlqapzrEYOumVkHHeN4gG55ibbQw_QdpupQUEHxgzuYvn_ExlkjlW3OJEFa5pz2-Z2WJya6eEg_6ocflCzTHhH6JyMmcEhaj27i29_7LFsn0o6Igg_z7A-1vdyBKl9wmVhFFajaMVZQvjucov7N5KkRg_jM__Io5xdWCOPAv_BBa2MMGkWqF3J8xMJg"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0002.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:07:05.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1201.02,""y"":395.38},{""x"":1267.04,""y"":395.38},{""x"":1267.04,""y"":510.65},{""x"":1201.02,""y"":510.65}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-YkHdgXZG"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879490	","{""id"": ""899"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888130_00002-0003.jpg?q-sign-algorithm=sha1&q-ak=AKIDpDiguwQJuqzpUCXTFzYQqjqJDlxeoGjV3NWeNW5ArfFUsV2SdTmR25_sec5YjxRi&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=781fb29f2bff706fcc66d0bda7915f0dbefeb2ab&x-cos-security-token=f8R33Ych2nIgnJWU0fO2jYYseUjEYY2af5fc203d5bbd7c1507755f5617b89854VaC13eq7yKcvisbvjeGoDL2hcEkDcsDIBVmBWv3TxhAOhVKZ70h6oAkVz0yCsCUeRUGii6cqaSp6NgtKXTDEdn1C2U9HkCkQz-tI6yyyeLTi0wZ_bf5BNducwxks9E_Zf34JQThpcHD5AqPwzVEsK0PJUIrl6_JSn7m3BZHfSk8hhJZf56NcN31HU66hFXHDD19KjjP69N8_RfIZGoe8qHKs_b5TY1KcfC6AKFFKqsnaDJKTGMc7vRkq7jeaFFFKHr2fmvfiH0jMfaOo5sbh6AikkrVhlqexTiZySAHBnfGIEZxDIsoju2BFE5QVTjXq7jUDJGVgluwSyH496A5_HA"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0003.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:06:44.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1201.52,""y"":395.74},{""x"":1266.37,""y"":395.74},{""x"":1266.37,""y"":508.79},{""x"":1201.52,""y"":508.79}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-QskRZEpn"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879491	","{""id"": ""900"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888131_00002-0004.jpg?q-sign-algorithm=sha1&q-ak=AKIDo0xa8sja-kq3LKKgpi_vFizSW9XUQEU4NNv9Zx9TQwGl50_OUnMspNtEnDqkh9m8&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=cb2c4c71bc7ee8df50ac2b5baa75d1ed20b605a1&x-cos-security-token=f8R33Ych2nIgnJWU0fO2jYYseUjEYY2a260b8b21045c294c760f53ac722afe14VaC13eq7yKcvisbvjeGoDL2hcEkDcsDIBVmBWv3TxhAOhVKZ70h6oAkVz0yCsCUeRUGii6cqaSp6NgtKXTDEdn1C2U9HkCkQz-tI6yyyeLTi0wZ_bf5BNducwxks9E_Zf34JQThpcHD5AqPwzVEsK0PJUIrl6_JSn7m3BZHfSk8hhJZf56NcN31HU66hFXHDD19KjjP69N8_RfIZGoe8qHKs_b5TY1KcfC6AKFFKqsnaDJKTGMc7vRkq7jeaFFFKHr2fmvfiH0jMfaOo5sbh6AikkrVhlqexTiZySAHBnfFizjYpTDjjoYIDBNk_RPZcNc-NKWJ5hg3_ohOKbRB9gQ"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0004.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:06:19.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1198.79,""y"":518.34},{""x"":1277.25,""y"":518.34},{""x"":1277.25,""y"":431.62},{""x"":1198.79,""y"":431.62}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-UaljsbqE"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879492	","{""id"": ""901"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888132_00002-0005.jpg?q-sign-algorithm=sha1&q-ak=AKIDqhUZbRadYFxOr-u2qI06cgAbwaENxRwfktoKX5wPa13iNixuRaQxwcbsojXCtdDl&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=935d26500bf18e5883cf752d1df8b32f3adfaa86&x-cos-security-token=K6Q8xOwyR6xmlE4mK84dZ0yf6kRyHr7a6afd0a0ef3018c60663440ee354d55c1qx3Lnew6f7h5Vle8xLbUxY3BqVNFiBVe_V0oGZ76RRtSbVVnsoLRSK37KX9pQk9V07SwUOwPTSJrAYbcYHrNF2_ryv4z_-hwePwAQSDEja2RvI5J5W30paNIuiO3tm-cz7mdmfL5UX595yvvIy8xqNoAVvuZlqapzrEYOumVkHHeN4gG55ibbQw_QdpupQUEHxgzuYvn_ExlkjlW3OJEFa5pz2-Z2WJya6eEg_6ocflCzTHhH6JyMmcEhaj27i29_7LFsn0o6Igg_z7A-1vdyBKl9wmVhFFajaMVZQvjucruGCI2wNyDDDJCiej8CDAzNl_l4U6gAvPx_cuBsrfBow"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0005.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:05:52.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1192.73,""y"":518.4},{""x"":1285.82,""y"":518.4},{""x"":1285.82,""y"":405.11},{""x"":1192.73,""y"":405.11}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-KYB2KIfs"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879493	","{""id"": ""902"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888133_00002-0006.jpg?q-sign-algorithm=sha1&q-ak=AKIDE73-hvESJFO6YUvesrJk3ecUNu7hc5g6VOB5U41ZfdHd-iqvZqe8VqVKNy8C13cj&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=8343f6048ba7a4dcc65db0d321fb8659a52de977&x-cos-security-token=f8R33Ych2nIgnJWU0fO2jYYseUjEYY2a484fdcb71a464f9cf329c7eccfcaf89dVaC13eq7yKcvisbvjeGoDL2hcEkDcsDIBVmBWv3TxhAOhVKZ70h6oAkVz0yCsCUeRUGii6cqaSp6NgtKXTDEdn1C2U9HkCkQz-tI6yyyeLTi0wZ_bf5BNducwxks9E_Zf34JQThpcHD5AqPwzVEsK0PJUIrl6_JSn7m3BZHfSk8hhJZf56NcN31HU66hFXHDD19KjjP69N8_RfIZGoe8qHKs_b5TY1KcfC6AKFFKqsnaDJKTGMc7vRkq7jeaFFFKHr2fmvfiH0jMfaOo5sbh6AikkrVhlqexTiZySAHBnfHuJvg7OxgbfvQhBDnMVOCOoOo2IxTljGQpN1madgxPCA"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0006.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:05:13.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1299.37,""y"":514.67},{""x"":1190.94,""y"":514.67},{""x"":1190.94,""y"":435.04},{""x"":1299.37,""y"":435.04}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-xwqHZpwV"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879494	","{""id"": ""903"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888134_00002-0007.jpg?q-sign-algorithm=sha1&q-ak=AKIDeFPjYCOhBwf4a_9hQzDKvHfPlWwQqlwmn0d7Hr-w2CZwzZFPRoE_kf-ULVbcIhjR&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=8f6db77c9f4d032daf7970c158448b6b113f4573&x-cos-security-token=jmCCFCZ07AWjN0xvNlUPyP0mQYfzOAHac1378bda9d9ef5729c6efc3a8d59b25a0z2hQp1bEqLwIwCjaPDubOT7OAVGosOhUnwQxLe_GKbRWuHgV5Ei_4o3QCzR_N0c26VQ3ma9JrgraXgjx8dw1F30m8jRb2MRst1DQysSocJgTydmcw1RnTVsf-ZCntuZ-FlnMK9uCoxVI0dTc7gmxKpGNK8AaFieQ097d2VY_XSX8r3Ej9EuzDwDqVprWFObISBxQ0jZLyrBwsOURncJ3Ts9yeiBZG4EC5EWm98HxVRtyGpVS_4WyzWMQYwkbVMG-VD6UBC7-2vU4n03PWX8m-Wg3-sQiZVDQOED-rfshFvwIeKIGU5frJgO10RG_2aMnDzevpARmHehskfjbFnLgg"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0007.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:04:46.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1284.04,""y"":403.18},{""x"":1192.19,""y"":403.18},{""x"":1192.19,""y"":519.25},{""x"":1284.04,""y"":519.25}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-KPLSGfDz"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879495	","{""id"": ""904"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888135_00002-0008.jpg?q-sign-algorithm=sha1&q-ak=AKIDf4LIZJoA2sipCQtKmbycckodMehHezg4IaPKQUfX5UeM7VDb-FY5T0H4GOtmyJqh&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=784929f0a4ab374287de1709281a7cd857888eef&x-cos-security-token=jmCCFCZ07AWjN0xvNlUPyP0mQYfzOAHa89b34c61c20e42a985b7010a9afc9ecb0z2hQp1bEqLwIwCjaPDubOT7OAVGosOhUnwQxLe_GKbRWuHgV5Ei_4o3QCzR_N0c26VQ3ma9JrgraXgjx8dw1F30m8jRb2MRst1DQysSocJgTydmcw1RnTVsf-ZCntuZ-FlnMK9uCoxVI0dTc7gmxKpGNK8AaFieQ097d2VY_XSX8r3Ej9EuzDwDqVprWFObISBxQ0jZLyrBwsOURncJ3Ts9yeiBZG4EC5EWm98HxVRtyGpVS_4WyzWMQYwkbVMG-VD6UBC7-2vU4n03PWX8m-Wg3-sQiZVDQOED-rfshFsUw4ybczr8LQOp8acMSHFqw75RPGTlbvT8Lk0tHSUGdw"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0008.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:04:23.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1194.32,""y"":426.23},{""x"":1265.38,""y"":426.23},{""x"":1265.38,""y"":516.31},{""x"":1194.32,""y"":516.31}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-HwLCKKuH"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879496	","{""id"": ""905"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888136_00002-0009.jpg?q-sign-algorithm=sha1&q-ak=AKID-hDQJXeNGJw4tuPv7cuAQQmrKpauVpwKZZRYeyxfqdw0oAnnUw8ItzLw1elAYmkM&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=d08468e9b080cd44386fece9908b404dd472afe9&x-cos-security-token=jmCCFCZ07AWjN0xvNlUPyP0mQYfzOAHa1055cd830a8bd01a36990edc4eb9bcf70z2hQp1bEqLwIwCjaPDubOT7OAVGosOhUnwQxLe_GKbRWuHgV5Ei_4o3QCzR_N0c26VQ3ma9JrgraXgjx8dw1F30m8jRb2MRst1DQysSocJgTydmcw1RnTVsf-ZCntuZ-FlnMK9uCoxVI0dTc7gmxKpGNK8AaFieQ097d2VY_XSX8r3Ej9EuzDwDqVprWFObISBxQ0jZLyrBwsOURncJ3Ts9yeiBZG4EC5EWm98HxVRtyGpVS_4WyzWMQYwkbVMG-VD6UBC7-2vU4n03PWX8m-Wg3-sQiZVDQOED-rfshFtNdVQ60nKslZNirLwSLqvfe38C_nZE7pP9niW0Ad3nqw"", ""Path"": ""top14-p5/gaoyuantu/frames/00002-0009.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00002.MP4""}","通过质检","冷邦焕","2021-07-02 13:03:57.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":1179.43,""y"":404.31},{""x"":1259.48,""y"":404.31},{""x"":1259.48,""y"":514.96},{""x"":1179.43,""y"":514.96}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-skv8AVrs"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
"608021927272669184	","608017268610879497	","{""id"": ""906"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/607946138525167616/607947458931888137_00004-0001.jpg?q-sign-algorithm=sha1&q-ak=AKIDWf7QQ2zrBQkIpyaFHiLgt6imul39ikWDECMlTUnCYJ8xcoSpcRZ7lxrQGKyuLMbC&q-sign-time=1625113227;1625372427&q-key-time=1625113227;1625372427&q-header-list=&q-url-param-list=&q-signature=f1fbee9d9d8d3e70e4d2c1732d3246900ae06d86&x-cos-security-token=f8R33Ych2nIgnJWU0fO2jYYseUjEYY2a4ce8212b765db5d1a0d9eed3e54f06aaVaC13eq7yKcvisbvjeGoDL2hcEkDcsDIBVmBWv3TxhAOhVKZ70h6oAkVz0yCsCUeRUGii6cqaSp6NgtKXTDEdn1C2U9HkCkQz-tI6yyyeLTi0wZ_bf5BNducwxks9E_Zf34JQThpcHD5AqPwzVEsK0PJUIrl6_JSn7m3BZHfSk8hhJZf56NcN31HU66hFXHDD19KjjP69N8_RfIZGoe8qHKs_b5TY1KcfC6AKFFKqsnaDJKTGMc7vRkq7jeaFFFKHr2fmvfiH0jMfaOo5sbh6AikkrVhlqexTiZySAHBnfE2TXKRxeen7u9tN-WiV47cmwE9W4oDgLPtxXJWaE9kCA"", ""Path"": ""top14-p5/gaoyuantu/frames/00004-0001.jpg"", ""video_url"": ""None"", ""video_path"": ""top14-p5/gaoyuantu/videos/00004.MP4""}","通过质检","冷邦焕","2021-07-02 13:03:29.0","是","","{""tags"":[],""objects"":[{""type"":""image/rect"",""data"":[{""x"":954.95,""y"":780.67},{""x"":741.06,""y"":780.67},{""x"":741.06,""y"":1080.02},{""x"":954.95,""y"":1080.02}],""tags"":[{""name"":""物体检测试标"",""label"":""多选"",""value"":[""目标类别物体出现比例-全部出现""]}],""featureId"":""feature-GnD4OTAS"",""color"":""#607D8B"",""name"":""目标类别物体出现比例-全部出现""}]}"
