"任务编号","题目ID","题目数据","题目状态","标注人","标注时间","是否有效","无效原因","标注答案"
"605836498938482688	","605817536902766592	","{""id"": ""2216"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022912_00003-0001.jpg?q-sign-algorithm=sha1&q-ak=AKIDhC70TWsUvbvcluDjaYsrz-hxe6vgoPZe7P7VbNoNY7rr8roQyE_EH0UNLbIgmGSV&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=d3e9e0536031393aae21fa6e415675e8b3a68256&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaa0852b18799608185dab530c3c0614fe6ZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8slmpeqYSxR3zOgORtFPcOOBRHIRBpOqgJ-MAghSj27qSw"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0001.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:37:26.0","否","无效","{}"
"605836498938482688	","605817536902766593	","{""id"": ""2217"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022913_00003-0002.jpg?q-sign-algorithm=sha1&q-ak=AKID_pyZSWpfKSli2UwRR6dz782BztNRbD6nOFmNnTO-kWtu1jFZ9Qz68i2MaTUNe573&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=e05daa9ba20ee614381b5702e86493731f00c42a&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaafe5d9fd91766c8dc59a4045050b40612ZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8slJWLaUfZHf99CtjtT-p1Qc1PZ0CbH4NrE3__mL7mI00w"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0002.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:37:22.0","否","无效","{}"
"605836498938482688	","605817536902766594	","{""id"": ""2218"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022914_00003-0003.jpg?q-sign-algorithm=sha1&q-ak=AKIDm7rtJW73DpH8GUWujXxrutqd-GAcutO5so_p5u3LTbU1fGy20H2BErlVK2ifjd6i&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=b53c7f33374c8ba1ab13a75ce56a404527bfeb7f&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaa74db73bb69d7f0e42de866862a133fdbZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8skg0uOmkZ5I5pkVVtQpSenipxc7qK7qmzdGHD2nn4LN1w"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0003.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:37:16.0","否","无效","{}"
"605836498938482688	","605817536902766595	","{""id"": ""2219"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022915_00003-0004.jpg?q-sign-algorithm=sha1&q-ak=AKIDgwj2eC3OcuBcKxnbYWG2lxf9Afd9dLNtSdiyHWieQDgGbDdE7Lv6be558HFnzG4Z&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=f580d95bda0bf57abd214cb45dc504a75fb17b9c&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaa10bed8c3f07e112c79d7007669ff7027ZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8slGKfCd3X7O0_bP9uzLcDs0PO91LrfNabe-g8MPUTsNjg"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0004.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:37:03.0","否","无效","{}"
"605836498938482688	","605817536902766596	","{""id"": ""2220"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022916_00003-0005.jpg?q-sign-algorithm=sha1&q-ak=AKIDryDT4is_xfsMv34IoeUuj1k4uwj_i0sTTsCfL435sZ3NBx3Y7tiZHTEMPKz4a3V6&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=7c8763022f3a3511c78f323007cccad3b052da5c&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaab4497aca3b91b287669592580af33eedZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8slKUK7I0e2PwxlmvVKyERTi6l1k0ffPOi2PKYNIaSxI8Q"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0005.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:36:58.0","否","无效","{}"
"605836498938482688	","605817536902766597	","{""id"": ""2221"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022917_00003-0006.jpg?q-sign-algorithm=sha1&q-ak=AKIDPEDvmDPGlN0TSO7fYgEdVVzmTIe00g6_BmMjJWC2QGI1dCNZGw06gp0fIpSA3QfL&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=12bfabb8afc4016637f58fe71c04f661301a5970&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaa3aebfd538f2de0f61ee3fab622236405ZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8skBzD1fClb8lZcCXQfFNNn8zoiuLnlVSg8ooyUS0OZ5dw"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0006.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:36:53.0","否","无效","{}"
"605836498938482688	","605817536902766598	","{""id"": ""2222"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022918_00003-0007.jpg?q-sign-algorithm=sha1&q-ak=AKIDV37EjM9gC5qQUrpSgdf9sKyLhuYm6y4K_HfwNr9mUzsi5KZmUF6ILFbd_aPPfe9F&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=feeddfa68546aabefbc5026479c09aedabae2114&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaa59aa6cdbfcca8414b4b1cbf5e096636bZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8slX4pPU4NOMOb-MzAPjX5e0arfznaEK0xBqicd0yEpWbA"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0007.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:36:51.0","否","无效","{}"
"605836498938482688	","605817536902766599	","{""id"": ""2223"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022919_00003-0008.jpg?q-sign-algorithm=sha1&q-ak=AKIDOOzpbb-OL0kIgiE3Zn4_b4l277g-IREtd5qTrWK49BAq05OzTfNpjp9DNaKjq_mZ&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=67f4759694d0a708318ccd704eb64ff6beea1d46&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaa5198a8707ae226001293fcde6a77ae5aZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8snRllh_RQYXBnpDSrdjrN-jpKhPjN3oR_Xnz_UAT0t7dw"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0008.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:36:43.0","否","无效","{}"
"605836498938482688	","605817536902766600	","{""id"": ""2224"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022920_00003-0009.jpg?q-sign-algorithm=sha1&q-ak=AKIDEcseFcOAFPJlHVxGPNsgUfWG4mMLneHZyNu_Sc7L-uvroNTmFaDPGgU3H_QhfPGM&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=b38fb6c52e38f1385126a2a3573f9e78420a2111&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaaa760d40b280c154f9e32d5bf1653e486ZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8snJWFYH3YFOT04gig6Rae5MMz0iS-xqXT6-ZrZLZMIcLA"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0009.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:36:40.0","否","无效","{}"
"605836498938482688	","605817536902766601	","{""id"": ""2225"", ""tag"": ""高原兔"", ""url"": ""https://aidata-1258344706.cos.ap-guangzhou.myqcloud.com/target/resource/605611199712911360/605612975818022921_00003-0010.jpg?q-sign-algorithm=sha1&q-ak=AKIDd5VLtuGA3E1L5QsLRquzZuewkpy00IkaPvjNDDnUXrg41azcRttBHUO9dgs4tMAD&q-sign-time=1624557767;1624816967&q-key-time=1624557767;1624816967&q-header-list=&q-url-param-list=&q-signature=fab7a3f1420bc82ba8c508baaf7270acc613f1a2&x-cos-security-token=lqRjjAkSfnibJ49In8QFRVmBagoxIuaad72d0bd42d98ee0889ccb1ae57533226ZsV29kbNwUtJLQmI8wbPneAjm6oaCnG9j-IDuFrH0BB-5iz0985CxDGdhHm0yJITMlS3Nqyoe71EXZJcrwCpWhVxeefomoQa_6y0E1Rn1otT6dEqojIOD0xlvxLOTEWG1Er-r8JU_jOUkWneIVN0MIXLL0GF4xQFH40tJjkjoZx6EeM_D_0R4WtZyuS5qkV6b_mIGNqNT6z9k3r85jFRa9v1k6SLEF1bhFQBg4qK3oMfcwEO1lkgT_yVA8QjFk2ZJkPnQYuLd8xns7XB9Q84bxwErYi5thUgv1iIcGM_8snPoa4QZnT1-DHypj-W05VdU1k0x6_jdc8Qur2g3_lF0Q"", ""Path"": ""top14-part3-raw/gaoyuantu/frames/00003-0010.jpg"", ""video_url"": ""None"", ""video_path"": ""WWF/data/top14-part3-raw/gaoyuantu/videos/00003.MP4""}","通过质检","冷邦焕","2021-06-26 13:36:32.0","否","无效","{}"
